,week_56,week_57,week_58,week_59,week_60,week_61,week_62,week_63,week_64,week_65,week_66,week_67,week_68,week_69,week_70,week_71,week_72,week_73,week_74,week_75,week_76,week_77,week_78,week_79,week_80,week_81,week_82,week_83,week_84,week_85,week_86,week_87,week_88,week_89,week_90,week_91,week_92,week_93,week_94,week_95
"(56, 8)",802.0,915.0,768.0,883.0,998.0,1111.0,875.0,835.0,512.0,60.0,8.0,6.0,6.0,4.0,3.0,11.0,16.0,25.0,33.0,67.0,50.0,87.0,100.0,104.0,128.0,111.0,82.0,71.0,89.0,89.0,100.0,103.0,86.0,101.0,120.0,108.0,148.0,143.0,130.0,169.0
"(56, 22)",56.0,71.0,51.0,45.0,50.0,71.0,57.0,50.0,29.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,2.0,6.0,6.0,9.0,7.0,11.0,12.0,12.0,4.0,6.0,3.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,10.0,11.0,9.0,9.0
"(56, 24)",169.0,159.0,178.0,139.0,180.0,175.0,152.0,128.0,90.0,9.0,2.0,2.0,5.0,1.0,0.0,0.0,7.0,9.0,7.0,24.0,18.0,22.0,27.0,24.0,28.0,24.0,14.0,17.0,21.0,21.0,18.0,25.0,19.0,26.0,31.0,37.0,29.0,22.0,27.0,23.0
"(56, 28)",282.0,296.0,268.0,243.0,280.0,277.0,242.0,231.0,178.0,18.0,4.0,3.0,0.0,5.0,3.0,7.0,12.0,11.0,14.0,19.0,26.0,22.0,32.0,36.0,49.0,37.0,25.0,29.0,39.0,25.0,42.0,41.0,26.0,28.0,50.0,29.0,44.0,59.0,45.0,42.0
"(56, 32)",642.0,667.0,648.0,698.0,717.0,752.0,631.0,571.0,318.0,15.0,3.0,0.0,0.0,5.0,7.0,3.0,7.0,8.0,10.0,21.0,13.0,28.0,48.0,53.0,50.0,44.0,32.0,27.0,43.0,39.0,35.0,33.0,37.0,45.0,48.0,54.0,50.0,62.0,52.0,55.0
"(56, 33)",208.0,152.0,226.0,166.0,159.0,225.0,199.0,160.0,101.0,17.0,4.0,0.0,1.0,0.0,2.0,3.0,4.0,1.0,4.0,15.0,15.0,16.0,19.0,17.0,27.0,23.0,14.0,24.0,16.0,16.0,15.0,23.0,14.0,21.0,23.0,15.0,37.0,24.0,34.0,40.0
"(56, 41)",81.0,86.0,78.0,80.0,86.0,103.0,100.0,88.0,50.0,6.0,1.0,2.0,1.0,0.0,1.0,2.0,6.0,1.0,3.0,4.0,3.0,12.0,7.0,9.0,11.0,11.0,4.0,8.0,8.0,10.0,6.0,18.0,12.0,7.0,10.0,22.0,20.0,4.0,12.0,14.0
"(56, 56)",372.0,358.0,337.0,329.0,403.0,355.0,389.0,382.0,250.0,77.0,25.0,38.0,13.0,8.0,10.0,24.0,31.0,33.0,29.0,75.0,42.0,67.0,61.0,76.0,90.0,82.0,54.0,50.0,62.0,67.0,68.0,59.0,71.0,75.0,92.0,128.0,108.0,90.0,96.0,85.0
"(56, 76)",47.0,100.0,25.0,39.0,36.0,30.0,17.0,27.0,15.0,34.0,2.0,2.0,0.0,1.0,0.0,2.0,3.0,5.0,3.0,10.0,6.0,8.0,19.0,20.0,15.0,13.0,8.0,10.0,15.0,13.0,8.0,9.0,6.0,9.0,13.0,10.0,9.0,16.0,9.0,9.0
"(59, 59)",305.0,167.0,297.0,323.0,304.0,338.0,452.0,292.0,330.0,121.0,0.0,3.0,4.0,2.0,1.0,1.0,0.0,6.0,2.0,7.0,4.0,2.0,5.0,4.0,2.0,6.0,3.0,6.0,16.0,12.0,72.0,68.0,81.0,58.0,56.0,98.0,65.0,101.0,70.0,48.0
"(60, 60)",21.0,27.0,23.0,31.0,27.0,24.0,29.0,31.0,22.0,10.0,3.0,12.0,12.0,3.0,2.0,8.0,11.0,5.0,6.0,9.0,10.0,10.0,8.0,8.0,6.0,9.0,12.0,10.0,12.0,10.0,10.0,7.0,18.0,17.0,21.0,11.0,13.0,15.0,4.0,8.0
"(61, 61)",18.0,16.0,29.0,28.0,28.0,15.0,29.0,32.0,20.0,12.0,13.0,15.0,13.0,7.0,11.0,25.0,12.0,17.0,11.0,9.0,10.0,9.0,8.0,12.0,9.0,6.0,16.0,19.0,16.0,10.0,5.0,14.0,13.0,28.0,8.0,18.0,11.0,16.0,23.0,17.0
"(67, 67)",7.0,6.0,17.0,15.0,9.0,8.0,17.0,24.0,15.0,7.0,8.0,8.0,9.0,9.0,7.0,12.0,11.0,17.0,11.0,17.0,15.0,23.0,15.0,17.0,8.0,14.0,21.0,12.0,29.0,16.0,16.0,9.0,11.0,11.0,10.0,22.0,14.0,17.0,20.0,19.0
"(68, 68)",27.0,20.0,21.0,21.0,27.0,26.0,14.0,28.0,19.0,24.0,4.0,5.0,11.0,14.0,15.0,13.0,23.0,16.0,18.0,8.0,19.0,16.0,21.0,18.0,14.0,15.0,19.0,26.0,15.0,26.0,14.0,19.0,31.0,18.0,25.0,24.0,22.0,30.0,29.0,37.0
"(69, 28)",23.0,24.0,20.0,21.0,17.0,24.0,21.0,39.0,22.0,7.0,7.0,10.0,7.0,2.0,7.0,15.0,13.0,8.0,10.0,14.0,20.0,16.0,12.0,8.0,10.0,7.0,3.0,7.0,12.0,9.0,15.0,13.0,12.0,14.0,9.0,6.0,8.0,9.0,16.0,17.0
"(69, 69)",43.0,38.0,40.0,25.0,34.0,36.0,43.0,27.0,29.0,17.0,17.0,19.0,14.0,20.0,26.0,36.0,25.0,18.0,22.0,22.0,30.0,25.0,29.0,20.0,28.0,22.0,37.0,26.0,36.0,29.0,29.0,38.0,28.0,41.0,25.0,40.0,57.0,50.0,45.0,37.0
"(71, 28)",25.0,21.0,29.0,14.0,29.0,22.0,24.0,21.0,25.0,18.0,9.0,10.0,6.0,10.0,10.0,12.0,15.0,14.0,11.0,13.0,15.0,24.0,29.0,26.0,24.0,18.0,22.0,19.0,17.0,24.0,27.0,21.0,30.0,25.0,26.0,28.0,30.0,20.0,31.0,26.0
"(71, 71)",31.0,30.0,38.0,30.0,22.0,26.0,29.0,26.0,25.0,15.0,5.0,14.0,19.0,22.0,9.0,30.0,37.0,23.0,27.0,24.0,25.0,13.0,16.0,29.0,23.0,32.0,17.0,18.0,85.0,128.0,57.0,13.0,22.0,37.0,36.0,29.0,37.0,19.0,49.0,36.0
"(73, 73)",18.0,26.0,28.0,29.0,27.0,34.0,20.0,24.0,21.0,13.0,5.0,11.0,16.0,7.0,10.0,4.0,7.0,8.0,9.0,7.0,4.0,8.0,13.0,8.0,14.0,25.0,14.0,10.0,17.0,12.0,14.0,12.0,10.0,9.0,13.0,17.0,8.0,5.0,20.0,16.0
"(76, 1)",125.0,131.0,98.0,121.0,158.0,126.0,147.0,128.0,104.0,42.0,4.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,5.0,8.0,8.0,2.0,12.0,7.0,14.0,10.0,13.0,13.0,13.0,13.0,16.0,23.0,17.0,12.0,26.0,20.0,23.0,14.0,17.0,20.0
"(76, 2)",150.0,176.0,151.0,151.0,147.0,149.0,170.0,151.0,99.0,61.0,9.0,8.0,5.0,4.0,1.0,5.0,3.0,4.0,6.0,8.0,10.0,11.0,20.0,17.0,25.0,28.0,23.0,23.0,18.0,27.0,34.0,32.0,40.0,38.0,38.0,31.0,26.0,31.0,29.0,38.0
"(76, 3)",291.0,344.0,304.0,307.0,314.0,318.0,355.0,298.0,249.0,76.0,18.0,6.0,2.0,2.0,2.0,4.0,4.0,5.0,6.0,15.0,12.0,11.0,13.0,23.0,36.0,27.0,24.0,26.0,34.0,25.0,25.0,27.0,36.0,27.0,46.0,34.0,50.0,40.0,45.0,39.0
"(76, 4)",241.0,310.0,258.0,261.0,256.0,309.0,279.0,246.0,158.0,50.0,6.0,4.0,3.0,4.0,1.0,3.0,5.0,4.0,5.0,9.0,7.0,9.0,4.0,12.0,22.0,19.0,12.0,6.0,21.0,18.0,12.0,20.0,22.0,21.0,26.0,27.0,19.0,29.0,25.0,23.0
"(76, 5)",416.0,485.0,433.0,472.0,446.0,484.0,489.0,415.0,255.0,61.0,1.0,4.0,2.0,5.0,4.0,2.0,4.0,2.0,6.0,12.0,8.0,10.0,18.0,18.0,22.0,22.0,26.0,20.0,17.0,14.0,22.0,21.0,23.0,18.0,28.0,29.0,48.0,29.0,40.0,43.0
"(76, 6)",1231.0,1284.0,1205.0,1244.0,1211.0,1330.0,1344.0,1153.0,823.0,174.0,23.0,13.0,6.0,8.0,7.0,11.0,12.0,20.0,30.0,45.0,36.0,36.0,57.0,67.0,81.0,88.0,54.0,67.0,91.0,88.0,96.0,88.0,97.0,92.0,123.0,96.0,126.0,108.0,139.0,151.0
"(76, 7)",1110.0,1172.0,1145.0,1196.0,1125.0,1288.0,1243.0,1126.0,739.0,157.0,15.0,6.0,4.0,2.0,5.0,10.0,7.0,11.0,15.0,43.0,38.0,46.0,57.0,57.0,71.0,93.0,50.0,61.0,78.0,75.0,79.0,79.0,90.0,90.0,129.0,101.0,118.0,100.0,135.0,137.0
"(76, 8)",5227.0,4967.0,4242.0,4386.0,5541.0,5465.0,5040.0,4362.0,2612.0,411.0,70.0,38.0,19.0,21.0,26.0,33.0,50.0,67.0,72.0,146.0,105.0,158.0,192.0,210.0,264.0,283.0,241.0,250.0,293.0,277.0,248.0,297.0,295.0,325.0,472.0,387.0,460.0,430.0,488.0,497.0
"(76, 9)",57.0,70.0,51.0,48.0,39.0,65.0,58.0,43.0,37.0,15.0,3.0,4.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,7.0,9.0,6.0,4.0,8.0,3.0,3.0,5.0,7.0,4.0,3.0,6.0,9.0,9.0,12.0,9.0,11.0,9.0,12.0
"(76, 10)",237.0,211.0,180.0,182.0,230.0,212.0,217.0,189.0,146.0,48.0,16.0,8.0,5.0,7.0,8.0,5.0,7.0,5.0,9.0,14.0,15.0,21.0,22.0,25.0,30.0,29.0,26.0,19.0,37.0,37.0,41.0,31.0,38.0,36.0,47.0,40.0,34.0,38.0,39.0,50.0
"(76, 11)",158.0,167.0,149.0,142.0,134.0,149.0,175.0,179.0,126.0,19.0,7.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,6.0,6.0,4.0,11.0,9.0,6.0,6.0,6.0,9.0,9.0,10.0,12.0,14.0,19.0,19.0,14.0,18.0,12.0,19.0,29.0,27.0
"(76, 12)",91.0,75.0,100.0,83.0,103.0,109.0,100.0,91.0,70.0,25.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,5.0,6.0,8.0,10.0,5.0,5.0,8.0,2.0,6.0,7.0,7.0,12.0,8.0,5.0,13.0,5.0,8.0,8.0,13.0,25.0
"(76, 13)",50.0,72.0,66.0,51.0,77.0,63.0,75.0,59.0,36.0,18.0,5.0,1.0,4.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,7.0,11.0,13.0,7.0,5.0,12.0,10.0,17.0,28.0,13.0,11.0,16.0,13.0,11.0,19.0,14.0,37.0
"(76, 14)",99.0,106.0,96.0,115.0,103.0,120.0,117.0,120.0,74.0,18.0,5.0,4.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,8.0,7.0,5.0,11.0,6.0,14.0,11.0,11.0,6.0,7.0,13.0,10.0,17.0,8.0,12.0,15.0,14.0,11.0,20.0,12.0,9.0
"(76, 15)",95.0,109.0,98.0,99.0,116.0,105.0,93.0,97.0,80.0,36.0,11.0,2.0,2.0,2.0,2.0,4.0,6.0,3.0,7.0,7.0,8.0,10.0,11.0,4.0,15.0,21.0,6.0,12.0,13.0,16.0,11.0,8.0,13.0,19.0,17.0,24.0,13.0,15.0,25.0,23.0
"(76, 16)",193.0,191.0,193.0,213.0,173.0,254.0,219.0,219.0,136.0,39.0,9.0,4.0,5.0,2.0,6.0,2.0,3.0,10.0,4.0,14.0,12.0,11.0,12.0,13.0,18.0,20.0,19.0,15.0,17.0,21.0,21.0,19.0,19.0,20.0,23.0,32.0,21.0,35.0,26.0,27.0
"(76, 17)",57.0,43.0,33.0,54.0,55.0,55.0,56.0,37.0,45.0,27.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,7.0,9.0,7.0,2.0,11.0,11.0,10.0,7.0,6.0,11.0,12.0,5.0,12.0,15.0,10.0,21.0,11.0,16.0,13.0,12.0,14.0
"(76, 21)",131.0,123.0,129.0,118.0,122.0,120.0,141.0,111.0,80.0,33.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,4.0,4.0,5.0,3.0,5.0,9.0,10.0,8.0,6.0,14.0,9.0,15.0,10.0,15.0,8.0,14.0,13.0,18.0,12.0,20.0,21.0,25.0,19.0
"(76, 22)",493.0,520.0,459.0,453.0,485.0,527.0,563.0,451.0,311.0,59.0,11.0,6.0,4.0,7.0,3.0,4.0,6.0,11.0,17.0,19.0,10.0,13.0,18.0,23.0,34.0,33.0,30.0,23.0,26.0,33.0,42.0,37.0,29.0,36.0,58.0,37.0,48.0,53.0,45.0,62.0
"(76, 24)",813.0,889.0,845.0,860.0,840.0,886.0,943.0,781.0,547.0,142.0,21.0,8.0,5.0,8.0,4.0,3.0,19.0,13.0,13.0,40.0,30.0,27.0,42.0,41.0,60.0,60.0,47.0,46.0,47.0,65.0,59.0,67.0,68.0,71.0,88.0,84.0,91.0,79.0,106.0,115.0
"(76, 28)",1283.0,1252.0,1141.0,1233.0,1284.0,1245.0,1236.0,1068.0,684.0,128.0,21.0,9.0,7.0,7.0,2.0,18.0,19.0,22.0,15.0,42.0,43.0,45.0,46.0,58.0,70.0,67.0,79.0,69.0,74.0,72.0,85.0,71.0,112.0,84.0,164.0,111.0,98.0,113.0,120.0,114.0
"(76, 32)",3734.0,3195.0,2959.0,2991.0,3708.0,3614.0,3396.0,2728.0,1297.0,125.0,29.0,14.0,6.0,11.0,12.0,13.0,23.0,24.0,20.0,50.0,44.0,49.0,74.0,93.0,104.0,109.0,100.0,98.0,105.0,104.0,115.0,120.0,116.0,160.0,165.0,185.0,169.0,182.0,189.0,165.0
"(76, 33)",596.0,345.0,503.0,404.0,365.0,583.0,539.0,378.0,138.0,51.0,8.0,5.0,4.0,4.0,1.0,3.0,6.0,6.0,9.0,11.0,11.0,11.0,10.0,13.0,16.0,20.0,11.0,10.0,25.0,19.0,15.0,19.0,21.0,20.0,27.0,28.0,23.0,21.0,31.0,30.0
"(76, 41)",122.0,120.0,88.0,115.0,132.0,136.0,134.0,103.0,50.0,22.0,4.0,3.0,4.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,7.0,5.0,10.0,10.0,7.0,6.0,7.0,8.0,13.0,10.0,10.0,13.0,29.0,23.0,34.0,30.0,13.0,6.0,7.0
"(76, 56)",46.0,65.0,26.0,37.0,40.0,33.0,33.0,38.0,28.0,34.0,3.0,4.0,0.0,2.0,2.0,0.0,2.0,3.0,8.0,7.0,15.0,13.0,20.0,16.0,24.0,11.0,16.0,8.0,13.0,17.0,8.0,8.0,11.0,7.0,9.0,15.0,4.0,10.0,9.0,12.0
"(76, 76)",2406.0,2086.0,2061.0,2086.0,2141.0,2178.0,2076.0,1954.0,1377.0,542.0,168.0,105.0,59.0,88.0,81.0,98.0,105.0,118.0,136.0,176.0,158.0,186.0,184.0,239.0,243.0,257.0,213.0,188.0,241.0,276.0,258.0,270.0,286.0,289.0,343.0,335.0,351.0,321.0,360.0,345.0
"(76, 77)",280.0,284.0,266.0,264.0,298.0,334.0,306.0,291.0,197.0,63.0,11.0,5.0,3.0,6.0,2.0,5.0,1.0,5.0,7.0,18.0,10.0,16.0,23.0,23.0,21.0,26.0,23.0,27.0,24.0,30.0,25.0,26.0,18.0,30.0,32.0,29.0,36.0,39.0,32.0,34.0
"(77, 1)",133.0,112.0,139.0,145.0,131.0,130.0,146.0,148.0,145.0,90.0,34.0,32.0,48.0,29.0,30.0,45.0,42.0,41.0,42.0,35.0,65.0,53.0,34.0,39.0,53.0,50.0,47.0,46.0,56.0,44.0,66.0,39.0,62.0,67.0,59.0,49.0,57.0,67.0,68.0,62.0
"(77, 2)",119.0,114.0,112.0,136.0,109.0,111.0,134.0,120.0,113.0,81.0,39.0,31.0,32.0,26.0,25.0,34.0,29.0,44.0,32.0,33.0,40.0,46.0,41.0,40.0,37.0,29.0,53.0,53.0,37.0,34.0,44.0,61.0,45.0,59.0,44.0,49.0,44.0,62.0,51.0,45.0
"(77, 3)",261.0,245.0,267.0,282.0,238.0,251.0,247.0,267.0,269.0,157.0,74.0,71.0,73.0,70.0,56.0,90.0,83.0,82.0,92.0,78.0,137.0,85.0,97.0,109.0,104.0,107.0,114.0,92.0,96.0,127.0,119.0,126.0,108.0,128.0,105.0,137.0,122.0,149.0,119.0,109.0
"(77, 4)",87.0,109.0,102.0,109.0,85.0,94.0,101.0,79.0,66.0,34.0,16.0,7.0,6.0,10.0,4.0,7.0,12.0,15.0,12.0,18.0,22.0,19.0,33.0,29.0,27.0,41.0,28.0,21.0,35.0,29.0,25.0,34.0,29.0,37.0,27.0,36.0,35.0,36.0,40.0,37.0
"(77, 6)",122.0,136.0,133.0,147.0,147.0,120.0,127.0,143.0,108.0,36.0,26.0,23.0,24.0,28.0,29.0,40.0,32.0,32.0,53.0,47.0,59.0,49.0,54.0,62.0,52.0,54.0,66.0,65.0,60.0,64.0,65.0,56.0,61.0,76.0,63.0,65.0,73.0,74.0,73.0,66.0
"(77, 7)",37.0,42.0,34.0,49.0,40.0,40.0,61.0,46.0,30.0,16.0,9.0,14.0,10.0,7.0,13.0,13.0,13.0,9.0,15.0,10.0,19.0,21.0,18.0,17.0,16.0,22.0,18.0,20.0,15.0,23.0,23.0,24.0,17.0,24.0,23.0,27.0,39.0,41.0,23.0,32.0
"(77, 8)",189.0,178.0,180.0,180.0,177.0,189.0,190.0,181.0,162.0,56.0,20.0,24.0,19.0,9.0,21.0,13.0,27.0,25.0,25.0,32.0,55.0,48.0,46.0,48.0,61.0,53.0,70.0,67.0,72.0,74.0,67.0,89.0,75.0,82.0,92.0,106.0,102.0,90.0,69.0,101.0
"(77, 28)",51.0,34.0,30.0,45.0,32.0,29.0,49.0,48.0,43.0,19.0,6.0,8.0,6.0,4.0,8.0,6.0,5.0,21.0,17.0,17.0,28.0,19.0,18.0,29.0,28.0,21.0,26.0,24.0,30.0,29.0,29.0,38.0,39.0,35.0,23.0,28.0,30.0,34.0,42.0,26.0
"(77, 32)",125.0,107.0,114.0,128.0,116.0,107.0,109.0,137.0,99.0,37.0,13.0,10.0,6.0,7.0,11.0,8.0,11.0,6.0,10.0,9.0,20.0,18.0,26.0,24.0,29.0,38.0,39.0,39.0,22.0,37.0,30.0,40.0,49.0,46.0,33.0,46.0,36.0,45.0,53.0,36.0
"(77, 76)",56.0,58.0,54.0,62.0,67.0,62.0,53.0,50.0,21.0,6.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,7.0,8.0,6.0,7.0,4.0,4.0,5.0,8.0,3.0,6.0,7.0,5.0,11.0,10.0,6.0,14.0
"(77, 77)",698.0,618.0,664.0,665.0,737.0,678.0,705.0,697.0,696.0,376.0,209.0,198.0,211.0,197.0,164.0,227.0,225.0,237.0,224.0,210.0,310.0,260.0,222.0,258.0,276.0,273.0,273.0,251.0,302.0,325.0,318.0,298.0,323.0,320.0,338.0,342.0,311.0,349.0,289.0,312.0
